reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
we are giving them no rest,we are giving him no rest,0.1667,0.8333,0.0066,0.8333,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
this argument is ancient and musty and in respects an economic fallacy,this argument is ancient and massive in respect of economic policy,0.4167,0.5833,0.0029,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the amenability property has a large number of equivalent formulations,the aminoblytia property has a large number of collation formulations,0.2,0.8,0.0022,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
throughout the entire day we will be on the lookout for our enemies,throughout the entire day we will be on the lookout for our enemies,0.0,1.0,0.0156,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the village s topography is mostly flat,the village s topography is mostly flat,0.0,1.0,0.0016,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
plastic surgery has become more popular,plastic surgery has become more popular,0.0,1.0,0.0098,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it was in sixpenny hundred and the lord and tenant in chief was shaftesbury abbey,it was in six early hundred and the lord and lieutenant chief was shaftesbury abbey,0.2667,0.7333,0.0008,0.6818,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
pick a card and slip it under the pack,pick a card and zip it under the pack,0.1111,0.8889,0.0095,0.8224,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
a remixed and remastered edition of sluggo,a remixed and remastered edition of sluggo,0.0,1.0,0.0053,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
close all windows and logout,close all windows and log out,0.4,0.6,0.0055,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the idol was only valid until there were four remaining contestants,the idol was only valid until there were four remaining contestants,0.0,1.0,0.0026,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
many people have criticized disney for making remakes instead of original films,many people have criticized disney for making remakes instead of original films,0.0,1.0,0.005,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
is there a history of heart disease in your family,is there a history of hard disk in your family,0.2,0.8,0.0052,0.2146,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
maybe the church with the sycamore growing from within had been haunted,maybe the church with the sycamore growing from within had been haunted,0.0,1.0,0.0059,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
she also is a faculty member at the tanglewood music center,she also is a faculty member at the canggulut music center,0.0909,0.9091,0.0031,0.2591,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
goods from many countries are exempt from duty under various trade agreements,good from many countries are exempt from duty under various trade agreements,0.0833,0.9167,0.0077,0.6789,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the bridge remained closed for the next two years,the bridge remained closed for the next two years,0.0,1.0,0.0138,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
some storms are worth the wreckage,some stones are worth the wreckage,0.1667,0.8333,0.0008,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
five,my,1.0,0.0,0.0,0.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
so he decided to choose the area for opening up for cultivation,so he decided to choose the area for opening up for cultivation,0.0,1.0,0.007,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it is the only paxton township statewide,it is only paxton township statewide,0.1429,0.8571,0.0002,0.2318,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
thailand turned out to be a very satisfying holiday,thailand turned out to be a very satisfying hunting ground,0.2222,0.7778,0.0072,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he studied as a young boy with verla flowers and perry brunson,he studied as a young boy with verla flowers and perry brunson,0.0,1.0,0.0011,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
his first trainers was vitaliy khmelnytskyi,his first trips were mainly in london,0.8333,0.1667,0.0024,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
arizona republican state senator karen johnson joined the protest in support,arizona republican state senator karen johnson joined the protest in support,0.0,1.0,0.0023,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
zero,zero,0.0,1.0,0.0,0.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
originally the finale for the sixth season was promoted as a cliff hanger,originally the finale for the sixth season was for movie by the haye menger,0.4615,0.5385,0.0011,0.1226,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the most successful athletic program is wrestling,the most successful athletic program is wrestling,0.0,1.0,0.0018,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
wait for the end of the war,wait for the end of the,0.1429,0.8571,0.0679,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
within those constraints there still exists some ambiguity,within those constraints there still exists some ambiguity,0.0,1.0,0.005,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
drake grew up in texas,rake grew up in texas,0.2,0.8,0.0088,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he was unable to get ice in nearby niort,he was unable to get ice in nearby newort,0.1111,0.8889,0.0013,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
we don t get much money but we have fun,we don t get much money but we have gone,0.1,0.9,0.0047,0.8119,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
and the big persian knew of his existence before he did of hers,and the big persian knew of his existence before he did of hers,0.0,1.0,0.0041,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
four doors lead from the landing into two bedrooms a closet and a small but functional bathroom,four doors lead from the landing into two bedrooms a closet and a left small but functional bathroom,0.0588,0.9412,0.0029,0.5532,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
after mumbai it also break all records of bhojpuri box office in bihar,after mumbai s unsurfing all the cars were supported by oxen,0.7692,0.2308,0.0008,0.2113,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the bid price was per coach,the bitters was per porch,0.5,0.5,0.0,0.0121,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
i don t blame you,i don t blame you,0.0,1.0,0.0014,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he is reserved and serious which is a further mark of respectability,he is reserved and serious which is a further mark of respectability,0.0,1.0,0.0071,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it is a member of the plastocyanin family of copper binding proteins,he is a member of the astro viking family of corporate running protein,0.5,0.5,0.004,0.3119,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
norfolk island is the only non mainland australian territory to have had self governance,norfolk island is the only known mainland which didn t agree to have had self governance,0.3571,0.6429,0.0015,0.3131,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
that seems like a very strange thing for dogs to do,scenes like this appear a strange thing for daft students,0.7273,0.2727,0.004,0.1076,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it also has a visitor center and an interpretive exhibit,it also has a visitor centre and an interpretive exhibit,0.1,0.9,0.0113,0.823,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he was initially denied a temple name and left unhonoured in imperial shrines,he was initially denied a temple name and left unhonoured in imperial shrines,0.0,1.0,0.002,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he was born in bramley yorkshire and educated at leeds grammar school,he was born in bramley yorkshire and educated at leeds grammar school,0.0,1.0,0.0068,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
as the player grows closer to pikachu more activities become available,as the player grows closer to pikachu more activities become available,0.0,1.0,0.004,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
what do you want me to say,what do you want me to say,0.0,1.0,0.0972,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he kept driving at full speed totally unfazed by the flap flap flap of the burst tyre,he kept arriving at the speedometer and visible in fact i am not on this line,0.8235,0.1765,0.0037,0.6322,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
i accuse this man of being a faker,i accuse this man of being a faker,0.0,1.0,0.0141,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the town s school system is united with neighboring warren rhode island,the tower school system is united with neighbouring warren roald island,0.3333,0.6667,0.0004,0.494,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
new religious orders began to be introduced into england,new religious orders began to be introduced into england,0.0,1.0,0.0031,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
many of these phenomena are reversible,many of these phenomena are reversible,0.0,1.0,0.0107,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the best method is to fix it in place with clips,the best method is to fix it and place with clips,0.0909,0.9091,0.0041,0.6163,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it is the most valuable stamp in the world,it is the most valuable stamp in the world,0.0,1.0,0.0299,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
don t advertise tell it to a gossip,don t advertise fill it to a guy,0.25,0.75,0.0007,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
further there is no mention of the comet in chinese literature of the time,further there is no mention of the comet in chinese literature of the time,0.0,1.0,0.0112,1.0,0,0.8108,0.8193,1,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the town is named after general john sullivan,the town is named after general john sullivan,0.0,1.0,0.0016,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
four hundred and fifty dollars,so i made a sister code,1.2,-0.2,0.0012,0.0397,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
visitors can interact with these communities to learn about their culture and lifestyle,visitors can interact with these communities to learn about their culture and lifestyle,0.0,1.0,0.0226,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the win was one of only two for the saints in that dismal season,the win was one of only two for the saint in that islamic season,0.1429,0.8571,0.0078,0.7999,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
at this point she lapsed into drug abuse,at this point she lapsed into drug abuse,0.0,1.0,0.0077,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
you do it,you do it,0.0,1.0,0.0132,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
warriors on their return from battle may not approach the sacred hearth,warriors on their return from battle may not approach the sacred hearth,0.0,1.0,0.0052,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the barrel of beer was a brew of malt and hops,the barrel of beer was a brew of malt and hops,0.0,1.0,0.0092,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
to err is human to forgive divine,to all the same to forgive the mind,0.7143,0.2857,0.0035,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the teesta river is one of the rivers that has changed over the years,the test river is one of the rivers that has changed over the years,0.0714,0.9286,0.0193,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
a train line used to run up to hidaka along the saru river,a train line used to run up to hidaka along the sara river,0.0769,0.9231,0.0028,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
you do the math,you do the math,0.0,1.0,0.016,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
i think they perceived that nothing was to be done at the moment,i think it said the profane s lot of men,0.8462,0.1538,0.0015,0.0816,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the album received critical acclaim from several newspapers,now it was the critical acclaim from several newsletters,0.625,0.375,0.0015,0.2531,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
does this mean he will go to jail,does this mean he will go to jail,0.0,1.0,0.0466,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
due to the expense of production it is not being used for this purpose,due to the expense of production it is not being used for this purpose,0.0,1.0,0.0323,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
they lost to albany in the first round of the america east tournament,he lost to albany in the first round of the america east tournament,0.0769,0.9231,0.0132,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
his father was mathai,his father was mathai,0.0,1.0,0.0001,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the writing on the piece of paper will provide an answer to the question,the writing on the piece of paper will provide an answer to the question,0.0,1.0,0.03,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
can we please leave now,can we please leave now,0.0,1.0,0.0039,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he was arrested within days placed on trial and found guilty,he was arrested within days placed on trial and found guilty,0.0,1.0,0.01,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
every search begins with beginner s luck,the research begins with beginners,0.7143,0.2857,0.0005,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it was later revealed that the letter was a prank concocted by the exile,it was later revealed that the latter was a prank concocted by the exile,0.0714,0.9286,0.023,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
no news is good news,no news is leaving,0.4,0.6,0.0008,0.0509,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he postulated a dispersion theory before his coworker made his discovery and announcement,he postulated a dispersion theory before his coworker made his discovery and announced,0.0769,0.9231,0.005,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
olivia have you seen my keys,olivia have you seen my keys,0.0,1.0,0.0007,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
hey,he,1.0,0.0,0.0,0.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
for several years she was married to len wein,for several years he was married to alfredo,0.3333,0.6667,0.0103,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
trample the spark else the flames will spread,preble is hot though the flames will spread,0.5,0.5,0.0024,0.9056,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
they joined the band during the encore,they joined the band during tenkor,0.2857,0.7143,0.0008,0.0542,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
for example jeanette aw is the lead artist for channel u s jump,for example jennette awe is the lead artist for channel u s jump,0.1538,0.8462,0.0007,0.8376,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
a trackball and jump button are used for controlling bentley bear s motions,the trackball and jump button are used for controlling bentley bear s motions,0.0769,0.9231,0.0006,0.9756,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
how do i feel,how do i feel,0.0,1.0,0.0025,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the club is the first non government owned professional basketball club in china,the club is the first non government owned professional baseball club in china,0.0769,0.9231,0.0076,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
from the interchange the expressway goes northeast and starts to parallel the chehalis river,from the interchange the expressway goes northeast and stops to parallel the chihalis river,0.1429,0.8571,0.0018,0.4398,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
to stuff into their own pockets,to stuff into their own pockets,0.0,1.0,0.0078,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
down jumped the driver and out got mr pickwick,down job subscriber and also mr pickwick,0.5556,0.4444,0.0003,0.3823,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he based the proposal on the fossil record of mammals in central america,he based the proposal on the fossil record of mammals in central america,0.0,1.0,0.0108,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it was occupied by the officers below the rank of lieutenant,it was occupied by the officers below the rank of lieutenant,0.0,1.0,0.019,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the town was named after the spanish term for lumber,the town was named after the spanish town por lumbar,0.3,0.7,0.0045,0.7136,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
doane became the third wife of fellow missionary rev,deweyne became known for fellow missionary work,0.6667,0.3333,0.0017,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
his unit guarded the smolny institute in october,his unit guarded the smalley institute in october,0.125,0.875,0.001,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
he and his family went up north to the arctic circle to meet santa claus in finland,he and his family went up north to the arctic circle to meet santa claus and margaret,0.1176,0.8824,0.0075,0.9511,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the department includes the orchestra choir band visual arts and theater productions,the department includes the orchestra choir band visual arts and theatre productions,0.0833,0.9167,0.0009,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
non terrestrial applications include study of solar system moons using space probes,non terrestrial applications include study of solar system moons using space probes,0.0,1.0,0.0023,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
knob noster state park is nearby,lognoster city park is nearby,0.5,0.5,0.0004,0.6592,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
investors in poland enable startups to network with other companies in their portfolios,investors in poland enable startups to network with other companies in their portfolios,0.0,1.0,0.0041,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
it is also used to emulate sounds generated by obsolete electronic equipment,it is also used to aggregate sound generated by obsolete electronic equipment,0.1667,0.8333,0.0064,0.9206,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
i always end up soft throwing,i was in a soft room,0.6667,0.3333,0.0038,1.0,1,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
the motorcycle made a loud noise,the motorcycle made a loud noise,0.0,1.0,0.0035,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
so i would be the next to go,so i wot with the next bull go,0.375,0.625,0.0013,0.0719,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
when i returned to the common the sun was setting,when i returned to the common the sun was setting,0.0,1.0,0.004,1.0,0,0.8108,0.8193,0,0,0,ru_64pct,ru,64,reverb_amp0.5_dur0.5,reverb,0.5,0.5,"reverb
amp=0.5, dur=0.5"
