analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
5187	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	35	ru_64pct	reverb_amp0.5_dur0.5	the song was produced by go grizz and smash david	the song was produced by gogriz and smash david	0.2	0.8	1.0	1	0	0	0	the song was produced by go grizz and smash david	the song was produced by gogriz and smash david
5188	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	36	ru_64pct	reverb_amp0.5_dur0.5	you wanna take this outside	you want to take this outside	0.4	0.6	1.0	1	0	0	0	you wanna take this outside	you want to take this outside
5189	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	38	ru_64pct	reverb_amp0.5_dur0.5	she married her business partner steve lane	she married her business partner steven lee	0.2857	0.7143	1.0	1	0	0	0	she married her business partner steve lane	she married her business partner steven lee
5190	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	49	ru_64pct	reverb_amp0.5_dur0.5	a mansion was usually set on a one square	the mansion was usually set on one square	0.2222	0.7778	1.0	1	0	0	0	a mansion was usually set on a one square	the mansion was usually set on one square
5191	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	64	ru_64pct	reverb_amp0.5_dur0.5	since their inception harris has been the band s principal composer and lyricist	i don t need you to sit with me	1.0	0.0	1.0	1	0	0	0	since their inception harris has been the band s principal composer and lyricist	i don t need you to sit with me
5192	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	71	ru_64pct	reverb_amp0.5_dur0.5	the cornices of the room were mostly intact but showed signs of damage from damp	the reconnaissances of the room were mostly in hand and showed signs of damage from that	0.3333	0.6667	0.9357	1	0	0	0	the cornices of the room were mostly intact but showed signs of damage from damp	the reconnaissances of the room were mostly in hand and showed signs of damage from that
5193	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	74	ru_64pct	reverb_amp0.5_dur0.5	it is inhibited by the pneumotaxic centre	it is inhibited by the pneumotoxic center	0.2857	0.7143	1.0	1	0	0	0	it is inhibited by the pneumotaxic centre	it is inhibited by the pneumotoxic center
5194	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	76	ru_64pct	reverb_amp0.5_dur0.5	an important person in the life of emile claus was the painter jenny montigny	an important person in the life of the mayor of glas was the painter jim montegny	0.4286	0.5714	1.0	1	0	0	0	an important person in the life of emile claus was the painter jenny montigny	an important person in the life of the mayor of glas was the painter jim montegny
5195	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	81	ru_64pct	reverb_amp0.5_dur0.5	it was won by a woman from vara sweden	it was owned by a woman from sweden	0.2222	0.7778	1.0	1	0	0	0	it was won by a woman from vara sweden	it was owned by a woman from sweden
5196	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	88	ru_64pct	reverb_amp0.5_dur0.5	i wondered if those birds were redwings	i wondered if those birds were red wings	0.2857	0.7143	0.9911	1	0	0	0	i wondered if those birds were redwings	i wondered if those birds were red wings
5197	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	89	ru_64pct	reverb_amp0.5_dur0.5	the state plans to re work those curves to improve safety	the state plans to rework those groups to improve safety	0.2727	0.7273	1.0	1	0	0	0	the state plans to re work those curves to improve safety	the state plans to rework those groups to improve safety
5198	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	94	ru_64pct	reverb_amp0.5_dur0.5	many notable problem and study composers are also international judges including genrikh kasparyan	many notable problem and study composers were also international judges including gendrik kasparian	0.2308	0.7692	1.0	1	0	0	0	many notable problem and study composers are also international judges including genrikh kasparyan	many notable problem and study composers were also international judges including gendrik kasparian
5199	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	105	ru_64pct	reverb_amp0.5_dur0.5	lion rock is located north west of wong tai sin	lion rock is located northwest of wong tai sing	0.3	0.7	0.843	1	0	0	0	lion rock is located north west of wong tai sin	lion rock is located northwest of wong tai sing
5200	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	116	ru_64pct	reverb_amp0.5_dur0.5	the wind told me that you know about love the boy said to the sun	you ain t told me that you know about that the boy said to the son	0.3333	0.6667	1.0	1	0	0	0	the wind told me that you know about love the boy said to the sun	you ain t told me that you know about that the boy said to the son
5201	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	126	ru_64pct	reverb_amp0.5_dur0.5	the creeks refused	the greeks refused	0.3333	0.6667	1.0	1	0	0	0	the creeks refused	the greeks refused
5202	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	134	ru_64pct	reverb_amp0.5_dur0.5	only john wayne himself surpassed mcgrath in scenes in this movie	only john bennett himself surpassed macdart in some of his movies	0.5455	0.4545	0.8605	1	0	0	0	only john wayne himself surpassed mcgrath in scenes in this movie	only john bennett himself surpassed macdart in some of his movies
5203	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	135	ru_64pct	reverb_amp0.5_dur0.5	vera schlink is a talented fund manager she works in vienna	euschling is a talented farm manager she works in vienna	0.2727	0.7273	1.0	1	0	0	0	vera schlink is a talented fund manager she works in vienna	euschling is a talented farm manager she works in vienna
5204	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	137	ru_64pct	reverb_amp0.5_dur0.5	munising means near the island	municin means near the island	0.2	0.8	1.0	1	0	0	0	munising means near the island	municin means near the island
5205	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	141	ru_64pct	reverb_amp0.5_dur0.5	hertz s daughters never married and he has no descendants	ross is so generally married and he has no descendants	0.4	0.6	1.0	1	0	0	0	hertz s daughters never married and he has no descendants	ross is so generally married and he has no descendants
5206	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	153	ru_64pct	reverb_amp0.5_dur0.5	luckily the dagger couldn t penetrate the bullet proof vest	luckily the dagger couldn t penetrate the bulletproof vest	0.2	0.8	1.0	1	0	0	0	luckily the dagger couldn t penetrate the bullet proof vest	luckily the dagger couldn t penetrate the bulletproof vest
5207	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	155	ru_64pct	reverb_amp0.5_dur0.5	his other film roles include who done it	his other film roles include whodunit	0.375	0.625	1.0	1	0	0	0	his other film roles include who done it	his other film roles include whodunit
5208	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	168	ru_64pct	reverb_amp0.5_dur0.5	rate the current book two stars	a number of histories	1.0	0.0	1.0	1	0	0	0	rate the current book two stars	a number of histories
5209	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	171	ru_64pct	reverb_amp0.5_dur0.5	young lady cheer up	young lily cheer up	0.25	0.75	1.0	1	0	0	0	young lady cheer up	young lily cheer up
5210	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	191	ru_64pct	reverb_amp0.5_dur0.5	abbas was considered a leading light of the urdu short story	abbas was considered a leading writer of the religious	0.3636	0.6364	1.0	1	0	0	0	abbas was considered a leading light of the urdu short story	abbas was considered a leading writer of the religious
5211	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	203	ru_64pct	reverb_amp0.5_dur0.5	amsterdam mathematical centre tracts	amsterdam atlantico central fax	0.75	0.25	1.0	1	0	0	0	amsterdam mathematical centre tracts	amsterdam atlantico central fax
5212	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	210	ru_64pct	reverb_amp0.5_dur0.5	that application was rejected	the application was rejected	0.25	0.75	1.0	1	0	0	0	that application was rejected	the application was rejected
5213	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	213	ru_64pct	reverb_amp0.5_dur0.5	every day was there to be lived or to mark one s departure from this world	this role every day was there to be lived archer marks was departure from this role	0.5	0.5	0.2213	0	1	0	0	every day was there to be lived or to mark one s departure from this world	this role every day was there to be lived archer marks was departure from this role
5214	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	216	ru_64pct	reverb_amp0.5_dur0.5	let s go to orba	at soto arba	1.0	0.0	1.0	1	0	0	0	let s go to orba	at soto arba
5215	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	221	ru_64pct	reverb_amp0.5_dur0.5	this argument is ancient and musty and in respects an economic fallacy	this argument is ancient and massive in respect of economic policy	0.4167	0.5833	1.0	1	0	0	0	this argument is ancient and musty and in respects an economic fallacy	this argument is ancient and massive in respect of economic policy
5216	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	222	ru_64pct	reverb_amp0.5_dur0.5	the amenability property has a large number of equivalent formulations	the aminoblytia property has a large number of collation formulations	0.2	0.8	1.0	1	0	0	0	the amenability property has a large number of equivalent formulations	the aminoblytia property has a large number of collation formulations
5217	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	238	ru_64pct	reverb_amp0.5_dur0.5	the episode father s day depicts two younger versions of jackie also played by coduri	the first of all the days the rich were supposed to have healed by the saint	0.9333	0.0667	1.0	1	0	0	0	the episode father s day depicts two younger versions of jackie also played by coduri	the first of all the days the rich were supposed to have healed by the saint
5218	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	240	ru_64pct	reverb_amp0.5_dur0.5	the story takes the form of a monologue by asterion	this story takes the form of a monologue by astarion	0.2	0.8	1.0	1	0	0	0	the story takes the form of a monologue by asterion	this story takes the form of a monologue by astarion
5219	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	249	ru_64pct	reverb_amp0.5_dur0.5	close all windows and logout	close all windows and log out	0.4	0.6	1.0	1	0	0	0	close all windows and logout	close all windows and log out
5220	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	286	ru_64pct	reverb_amp0.5_dur0.5	unfortunately there s not enough of that to be found in this game	unfortunately there is not enough of her to be found at the scale	0.3846	0.6154	1.0	1	0	0	0	unfortunately there s not enough of that to be found in this game	unfortunately there is not enough of her to be found at the scale
5221	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	295	ru_64pct	reverb_amp0.5_dur0.5	her mom took her to the judo class at four o clock	the epic was eventually supposed to be one of these	1.0	0.0	1.0	1	0	0	0	her mom took her to the judo class at four o clock	the epic was eventually supposed to be one of these
5222	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	296	ru_64pct	reverb_amp0.5_dur0.5	thailand turned out to be a very satisfying holiday	thailand turned out to be a very satisfying hunting ground	0.2222	0.7778	1.0	1	0	0	0	thailand turned out to be a very satisfying holiday	thailand turned out to be a very satisfying hunting ground
5223	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	297	ru_64pct	reverb_amp0.5_dur0.5	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgovern ranny brocklesht and ish nartar and sean luther	0.5833	0.4167	1.0	1	0	0	0	the series writers included mcgovern danny brocklehurst alice nutter and shaun duggan	the series writers included mcgovern ranny brocklesht and ish nartar and sean luther
5224	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	304	ru_64pct	reverb_amp0.5_dur0.5	his first trainers was vitaliy khmelnytskyi	his first trips were mainly in london	0.8333	0.1667	1.0	1	0	0	0	his first trainers was vitaliy khmelnytskyi	his first trips were mainly in london
5225	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	308	ru_64pct	reverb_amp0.5_dur0.5	like an old fire horse	make a note for hos	1.0	0.0	1.0	1	0	0	0	like an old fire horse	make a note for hos
5226	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	322	ru_64pct	reverb_amp0.5_dur0.5	drake grew up in texas	rake grew up in texas	0.2	0.8	1.0	1	0	0	0	drake grew up in texas	rake grew up in texas
5227	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	324	ru_64pct	reverb_amp0.5_dur0.5	pindari river later joins alaknanda river at karnaprayag	pindari river later joins laknanda river at karnapriyag	0.25	0.75	1.0	1	0	0	0	pindari river later joins alaknanda river at karnaprayag	pindari river later joins laknanda river at karnapriyag
5228	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	341	ru_64pct	reverb_amp0.5_dur0.5	but after musial injured his pitching arm his career was in serious jeopardy	but after a new silence of his pitching arm his career was in serious jeopardy	0.3077	0.6923	1.0	1	0	0	0	but after musial injured his pitching arm his career was in serious jeopardy	but after a new silence of his pitching arm his career was in serious jeopardy
5229	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	353	ru_64pct	reverb_amp0.5_dur0.5	george gilfillan displaying the hallmarks that would characterise his work	george gilfand displaying the hallmarks that would characterize his works	0.3	0.7	0.9237	1	0	0	0	george gilfillan displaying the hallmarks that would characterise his work	george gilfand displaying the hallmarks that would characterize his works
5230	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	355	ru_64pct	reverb_amp0.5_dur0.5	near the beachouse is a large modern playground	near the beach house is a large modern playground	0.25	0.75	1.0	1	0	0	0	near the beachouse is a large modern playground	near the beach house is a large modern playground
5231	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	379	ru_64pct	reverb_amp0.5_dur0.5	it s not dylan	it s not dilang	0.25	0.75	1.0	1	0	0	0	it s not dylan	it s not dilang
5232	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	389	ru_64pct	reverb_amp0.5_dur0.5	blackmar life of chas	and i am a life of chess	1.25	-0.25	1.0	1	0	0	0	blackmar life of chas	and i am a life of chess
5233	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	392	ru_64pct	reverb_amp0.5_dur0.5	vitti s made only two english language films	it is made only to english language films	0.375	0.625	1.0	1	0	0	0	vitti s made only two english language films	it is made only to english language films
5234	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	393	ru_64pct	reverb_amp0.5_dur0.5	charly was now alone	charlie was now alone	0.25	0.75	1.0	1	0	0	0	charly was now alone	charlie was now alone
5235	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	399	ru_64pct	reverb_amp0.5_dur0.5	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	0.0	1.0	1.0	0	1	0	0	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons
5236	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	400	ru_64pct	reverb_amp0.5_dur0.5	it s not one of those complicated things	the church is located in the town of the village of the village of zibu	1.75	-0.75	1.0	1	3	2	1	it s not one of those complicated things	the church is located in the town of the village of the village of zibu
5237	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	412	ru_64pct	reverb_amp0.5_dur0.5	don t advertise tell it to a gossip	don t advertise fill it to a guy	0.25	0.75	1.0	1	0	0	0	don t advertise tell it to a gossip	don t advertise fill it to a guy
5238	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	413	ru_64pct	reverb_amp0.5_dur0.5	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time	0.0	1.0	1.0	0	1	0	0	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time
5239	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	416	ru_64pct	reverb_amp0.5_dur0.5	most of his works feature animals	rothol is roth s new train name	1.1667	-0.1667	0.0277	0	0	0	0	most of his works feature animals	rothol is roth s new train name
5240	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	419	ru_64pct	reverb_amp0.5_dur0.5	four hundred and fifty dollars	so i made a sister code	1.2	-0.2	0.0397	0	0	0	0	four hundred and fifty dollars	so i made a sister code
5241	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	427	ru_64pct	reverb_amp0.5_dur0.5	it was seen early in the morning rushing over eastward	it was seen early in the morning russian over the border	0.3	0.7	1.0	1	0	0	0	it was seen early in the morning rushing over eastward	it was seen early in the morning russian over the border
5242	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	443	ru_64pct	reverb_amp0.5_dur0.5	katsande and her son were accused of voter intimidation	heth sand and her son were accused of voter intimidation	0.2222	0.7778	0.8316	1	0	0	0	katsande and her son were accused of voter intimidation	heth sand and her son were accused of voter intimidation
5243	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	444	ru_64pct	reverb_amp0.5_dur0.5	the old man said nothing	the old man said	0.2	0.8	1.0	1	0	0	0	the old man said nothing	the old man said
5244	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	445	ru_64pct	reverb_amp0.5_dur0.5	the instruments have names like exhaustaphone tank bass doorimba tube flute and percarsion	instruments had names like stautophon tankbax dorimba tube flute and percussion	0.5385	0.4615	1.0	1	0	0	0	the instruments have names like exhaustaphone tank bass doorimba tube flute and percarsion	instruments had names like stautophon tankbax dorimba tube flute and percussion
5245	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	465	ru_64pct	reverb_amp0.5_dur0.5	the oldest superstring theory containing open strings was type one string theory	the oldest stupid string theory contained open strings was titled one string theory	0.3333	0.6667	0.2784	0	1	0	0	the oldest superstring theory containing open strings was type one string theory	the oldest stupid string theory contained open strings was titled one string theory
5246	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	468	ru_64pct	reverb_amp0.5_dur0.5	dicastillo is a village in navarra	the castillo is a village in navarra	0.3333	0.6667	0.8325	1	0	0	0	dicastillo is a village in navarra	the castillo is a village in navarra
5247	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	471	ru_64pct	reverb_amp0.5_dur0.5	except from the last two the other villages had been physically integrated into laredo	except from the hospital the other injuries had ended easily and he returned to haldimand	0.7143	0.2857	1.0	1	0	0	0	except from the last two the other villages had been physically integrated into laredo	except from the hospital the other injuries had ended easily and he returned to haldimand
5248	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	476	ru_64pct	reverb_amp0.5_dur0.5	perhaps you should just grow sea monkeys	perhaps mitchell was crazy about it	0.8571	0.1429	1.0	1	0	0	0	perhaps you should just grow sea monkeys	perhaps mitchell was crazy about it
5249	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	479	ru_64pct	reverb_amp0.5_dur0.5	to err is human to forgive divine	to all the same to forgive the mind	0.7143	0.2857	1.0	1	0	0	0	to err is human to forgive divine	to all the same to forgive the mind
5250	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	490	ru_64pct	reverb_amp0.5_dur0.5	the comancheros were notorious for carrying registered shotguns openly while riding	the commenseros were notorious for carrying wadges or shotguns openly while riding	0.2727	0.7273	1.0	1	0	0	0	the comancheros were notorious for carrying registered shotguns openly while riding	the commenseros were notorious for carrying wadges or shotguns openly while riding
5251	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	498	ru_64pct	reverb_amp0.5_dur0.5	good bye said the boy	goodbye said the boy	0.4	0.6	1.0	1	0	0	0	good bye said the boy	goodbye said the boy
5252	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	523	ru_64pct	reverb_amp0.5_dur0.5	in microprocessors branch prediction permits avoidance of pipeline emptying at branch instructions	in microprocessors large gradation permits avoidance of high time and in advance distributions	0.6667	0.3333	1.0	1	0	0	0	in microprocessors branch prediction permits avoidance of pipeline emptying at branch instructions	in microprocessors large gradation permits avoidance of high time and in advance distributions
5253	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	526	ru_64pct	reverb_amp0.5_dur0.5	four	war war war	3.0	-2.0	0.0	0	1	0	0	four	war war war
5254	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	532	ru_64pct	reverb_amp0.5_dur0.5	every search begins with beginner s luck	the research begins with beginners	0.7143	0.2857	1.0	1	0	0	0	every search begins with beginner s luck	the research begins with beginners
5255	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	538	ru_64pct	reverb_amp0.5_dur0.5	a fire button shoots the player craft s weaponry	a fire button shoots the player across the pantry	0.3333	0.6667	1.0	1	0	0	0	a fire button shoots the player craft s weaponry	a fire button shoots the player across the pantry
5256	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	541	ru_64pct	reverb_amp0.5_dur0.5	its name means white point in faroese	he means white mycelium cirrhosis	0.7143	0.2857	1.0	1	0	0	0	its name means white point in faroese	he means white mycelium cirrhosis
5257	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	553	ru_64pct	reverb_amp0.5_dur0.5	for several years she was married to len wein	for several years he was married to alfredo	0.3333	0.6667	1.0	1	0	0	0	for several years she was married to len wein	for several years he was married to alfredo
5258	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	556	ru_64pct	reverb_amp0.5_dur0.5	that s the sub foreman explained thorpe	that subforma is plain torpedo	0.8571	0.1429	1.0	1	0	0	0	that s the sub foreman explained thorpe	that subforma is plain torpedo
5259	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	557	ru_64pct	reverb_amp0.5_dur0.5	trample the spark else the flames will spread	preble is hot though the flames will spread	0.5	0.5	0.9056	1	0	0	0	trample the spark else the flames will spread	preble is hot though the flames will spread
5260	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	559	ru_64pct	reverb_amp0.5_dur0.5	well what of that	well what the heck	0.5	0.5	1.0	1	0	0	0	well what of that	well what the heck
5261	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	571	ru_64pct	reverb_amp0.5_dur0.5	are the consequences more humanistic or antihumanistic	are the consequences more humanistic or anti humanistic	0.2857	0.7143	0.8646	1	0	0	0	are the consequences more humanistic or antihumanistic	are the consequences more humanistic or anti humanistic
5262	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	592	ru_64pct	reverb_amp0.5_dur0.5	i ve never seen her before	i never seen here before	0.3333	0.6667	0.8493	1	0	0	0	i ve never seen her before	i never seen here before
5263	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	612	ru_64pct	reverb_amp0.5_dur0.5	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord stern for lord stern of brentford	0.1538	0.8462	0.4379	0	1	0	0	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord stern for lord stern of brentford
5264	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	613	ru_64pct	reverb_amp0.5_dur0.5	doane became the third wife of fellow missionary rev	deweyne became known for fellow missionary work	0.6667	0.3333	1.0	1	0	0	0	doane became the third wife of fellow missionary rev	deweyne became known for fellow missionary work
